WAVE,Nylon_raw,PET_raw,Styro_raw
505,-0.2809663002553554,-1.582479595201431,0.2429124099296039
506,-0.3029497478490088,-1.523868988419832,0.34158667291397565
507,-0.2954602891668845,-1.4536644323937529,0.4352080696715345
508,-0.2634109947039849,-1.3754126235417237,0.513469939985779
509,-0.21171424221091686,-1.2919055298759485,0.565743857341916
510,-0.14801594883546654,-1.2170762740159564,0.5984503228815597
511,-0.07946309531640343,-1.161686588961419,0.6132096895950024
512,-0.01052220598410615,-1.128555760976373,0.617878740779041
513,0.05389204189717097,-1.1213015414426484,0.6207363305803322
514,0.11009325518347082,-1.1221998055024764,0.6276663415375666
515,0.15301627379072336,-1.1234370155794589,0.6443227162362561
516,0.17620711303378733,-1.1181292856414802,0.6697925754137536
517,0.17510153558705252,-1.0998372941538725,0.7033998695692818
518,0.1666346229736877,-1.0683859669011866,0.7367349561924854
519,0.1569445461859421,-1.0241673869426466,0.7675296004072443
520,0.15285474512445466,-0.9725789842151111,0.7951882569484642
521,0.15758227217732892,-0.9197538308877504,0.8184985725413892
522,0.1626573075189511,-0.8775077686714543,0.8413804122263862
523,0.1650067556301136,-0.8518634461306269,0.8575250140800296
524,0.16075607369952027,-0.8478675771107947,0.8580291374620019
525,0.14806024955678762,-0.8659510596914255,0.8395545780685931
526,0.11657041152650757,-0.9028103155626797,0.8016037168065264
527,0.07477489157101136,-0.9539407138603592,0.7489712966363331
528,0.03159930185252621,-1.0138379344737323,0.6882676538438458
529,-0.004675665430950521,-1.0775218564430031,0.6187113301056061
530,-0.01752094673973209,-1.1398534269196186,0.5297851852305869
531,-0.01290589133442392,-1.1947436301229264,0.4308040333873304
532,0.003952350616669532,-1.2355115644312706,0.3301902620917664
533,0.02515056610744815,-1.2663413769642315,0.2409192050609626
534,0.041292914748010806,-1.2924280528609253,0.17819002891348176
535,0.05415006713042247,-1.3140512268854991,0.14208480701445142
536,0.06511712324018541,-1.332238616895744,0.13339869607107027
537,0.07382394962963831,-1.3437939290643763,0.13529783185655223
538,0.07901255070058788,-1.3477305844134462,0.13606232448327263
539,0.07150612136730834,-1.3493221406883262,0.1352422882443767
540,0.04235583169059985,-1.3536847604351332,0.13068260192230402
541,-0.0012250062509499607,-1.3635742997686315,0.13665481985323533
542,-0.05378546341478676,-1.380778551056337,0.15157009932791615
543,-0.10182052244889818,-1.4039692910020052,0.16048991226267093
544,-0.13399431580135737,-1.4318912770188024,0.15138308495470754
545,-0.1581229341398164,-1.466577734281821,0.12323072223045009
546,-0.17572447772787023,-1.5055422300616297,0.07771901382127704
547,-0.19112745058746325,-1.544874993850825,0.021824764431380345
548,-0.20558279962552406,-1.5803446939927699,-0.04141119137042134
549,-0.2105885586227864,-1.60892665452288,-0.1288940260157285
550,-0.20496602794411015,-1.6243300832368666,-0.23524651094102655
551,-0.18735592382087007,-1.6204903216407134,-0.35481568151196563
552,-0.1618936337294384,-1.5959008201793252,-0.475322541421122
553,-0.13520500748760875,-1.5496323768854894,-0.5782904370133389
554,-0.11692197530374725,-1.488584587631377,-0.6506506284232393
555,-0.11674921905314023,-1.4203456644966865,-0.6793757254756629
556,-0.13870205690143528,-1.349547168105429,-0.6690374958978198
557,-0.18907113151593952,-1.2810838114149807,-0.6278896595694555
558,-0.24917853216689284,-1.2172902599684348,-0.5688571929778735
559,-0.301859912103631,-1.1611085025908203,-0.5061665582110915
560,-0.3275931216710033,-1.1097480761739509,-0.4382401120335593
561,-0.31334823331750333,-1.0619068872458657,-0.3689964312256665
562,-0.26879364192551825,-1.018501795919079,-0.3162720544944474
563,-0.2027649582603739,-0.9803986164357201,-0.2966328306523362
564,-0.13016062927280925,-0.9429994543530399,-0.3240267238364342
565,-0.058430419254276195,-0.9034232256652149,-0.39827211556055475
566,0.010449532034309154,-0.858452746550946,-0.5025954222243159
567,0.07349643337063594,-0.8054282716693678,-0.6208719446987931
568,0.11461394324054805,-0.7443863087341449,-0.7296375654779977
569,0.1297893960675247,-0.6811239309812528,-0.8185805612551657
570,0.11594088168154315,-0.6238068410870368,-0.880424234295963
571,0.07919650585977604,-0.5781268594590002,-0.9110996340748481
